"value","Year","IZCode","IZName","CPP","Indicator","Type"
5.11,"2012/13-2014/15","S02002122","Kilwinning Central and North","North Ayrshire","Attainment","Raw"
5.73,"2012/13-2014/15","S02002133","Beith West","North Ayrshire","Attainment","Raw"
5.07,"2012/13-2014/15","S02002132","Kilbirnie South and Longbar","North Ayrshire","Attainment","Raw"
5.28,"2012/13-2014/15","S02002135","Overtown","North Lanarkshire","Attainment","Raw"
5.65,"2012/13-2014/15","S02002134","Beith East and Rural","North Ayrshire","Attainment","Raw"
6.23,"2012/13-2014/15","S02002129","Largs North","North Ayrshire","Attainment","Raw"
5.62,"2012/13-2014/15","S02002128","Largs Central and Cumbrae","North Ayrshire","Attainment","Raw"
5.14,"2012/13-2014/15","S02002131","Kilbirnie North","North Ayrshire","Attainment","Raw"
5.76,"2012/13-2014/15","S02002130","Skelmorlie and Rural","North Ayrshire","Attainment","Raw"
5.7,"2012/13-2014/15","S02002172","Drumpellier and Langloan","North Lanarkshire","Attainment","Raw"
5.26,"2012/13-2014/15","S02002171","Dundyvan","North Lanarkshire","Attainment","Raw"
5.1,"2012/13-2014/15","S02002174","Townhead","North Lanarkshire","Attainment","Raw"
5.51,"2012/13-2014/15","S02002173","Coatbridge West","North Lanarkshire","Attainment","Raw"
5.82,"2012/13-2014/15","S02002168","Birkenshaw","North Lanarkshire","Attainment","Raw"
4.71,"2012/13-2014/15","S02002167","Viewpark","North Lanarkshire","Attainment","Raw"
5.15,"2012/13-2014/15","S02002170","Kirkshaws","North Lanarkshire","Attainment","Raw"
5.27,"2012/13-2014/15","S02002169","Kirkwood and Bargeddie","North Lanarkshire","Attainment","Raw"
5.39,"2012/13-2014/15","S02002180","Chapelhall West","North Lanarkshire","Attainment","Raw"
5.22,"2012/13-2014/15","S02002179","Calderbank and Brownsburn","North Lanarkshire","Attainment","Raw"
5.69,"2012/13-2014/15","S02002182","Craigneuk Airdrie","North Lanarkshire","Attainment","Raw"
5.53,"2012/13-2014/15","S02002181","Chapelhall East","North Lanarkshire","Attainment","Raw"
5.34,"2012/13-2014/15","S02002176","Cliftonville","North Lanarkshire","Attainment","Raw"
5.42,"2012/13-2014/15","S02002175","Sunnyside and Cliftonville","North Lanarkshire","Attainment","Raw"
5.44,"2012/13-2014/15","S02002178","Greenend and Carnbroe","North Lanarkshire","Attainment","Raw"
5.1,"2012/13-2014/15","S02002177","Shawhead and Whifflet","North Lanarkshire","Attainment","Raw"
5.63,"2012/13-2014/15","S02002157","Motherwell West","North Lanarkshire","Attainment","Raw"
6.09,"2012/13-2014/15","S02002156","Ladywell","North Lanarkshire","Attainment","Raw"
5.23,"2012/13-2014/15","S02002159","Forgewood","North Lanarkshire","Attainment","Raw"
5.18,"2012/13-2014/15","S02002158","Motherwell North","North Lanarkshire","Attainment","Raw"
5.46,"2012/13-2014/15","S02002153","Clydesdale and New Stevenston","North Lanarkshire","Attainment","Raw"
5.48,"2012/13-2014/15","S02002152","Carfin North","North Lanarkshire","Attainment","Raw"
5.27,"2012/13-2014/15","S02002155","Motherwell South","North Lanarkshire","Attainment","Raw"
5.43,"2012/13-2014/15","S02002154","Carfin and Cleekhimin","North Lanarkshire","Attainment","Raw"
5.62,"2012/13-2014/15","S02002164","Hattonrigg","North Lanarkshire","Attainment","Raw"
5.04,"2012/13-2014/15","S02002163","Bellshill South","North Lanarkshire","Attainment","Raw"
5.54,"2012/13-2014/15","S02002166","Fallside","North Lanarkshire","Attainment","Raw"
5.12,"2012/13-2014/15","S02002165","Bellshill Central","North Lanarkshire","Attainment","Raw"
5.28,"2012/13-2014/15","S02002161","Milnwood","North Lanarkshire","Attainment","Raw"
5.45,"2012/13-2014/15","S02002160","Holytown","North Lanarkshire","Attainment","Raw"
5.34,"2012/13-2014/15","S02002162","Orbiston","North Lanarkshire","Attainment","Raw"
5.35,"2012/13-2014/15","S02001825","Newburgh","Fife","Attainment","Raw"
5.37,"2012/13-2014/15","S02001824","Auchtermuchty and Gateside","Fife","Attainment","Raw"
5.28,"2012/13-2014/15","S02001827","Cupar Central","Fife","Attainment","Raw"
5.8,"2012/13-2014/15","S02001826","Cupar West and Springfield","Fife","Attainment","Raw"
5.03,"2012/13-2014/15","S02001821","Kennoway and Bonnybank","Fife","Attainment","Raw"
5.7,"2012/13-2014/15","S02001820","Largo","Fife","Attainment","Raw"
5.74,"2012/13-2014/15","S02001823","Falkland and Freuchie","Fife","Attainment","Raw"
5.55,"2012/13-2014/15","S02001822","Kettle and Ladybank","Fife","Attainment","Raw"
5.89,"2012/13-2014/15","S02001833","Crail and Boarhills","Fife","Attainment","Raw"
5.5,"2012/13-2014/15","S02001832","Anstruther","Fife","Attainment","Raw"
5.55,"2012/13-2014/15","S02001835","St Andrews Central","Fife","Attainment","Raw"
5.44,"2012/13-2014/15","S02001834","St Andrews South East","Fife","Attainment","Raw"
6.04,"2012/13-2014/15","S02001829","Dairsie Ceres and Dunino","Fife","Attainment","Raw"
5.63,"2012/13-2014/15","S02001828","Cupar East","Fife","Attainment","Raw"
5.48,"2012/13-2014/15","S02001831","St Monans and Pittenweem","Fife","Attainment","Raw"
5.82,"2012/13-2014/15","S02001830","Elie Colinsburgh and Largoward","Fife","Attainment","Raw"
5.15,"2012/13-2014/15","S02001809","Glenrothes Cadham and Pitcoudie","Fife","Attainment","Raw"
4.75,"2012/13-2014/15","S02001808","Glenrothes Collydean","Fife","Attainment","Raw"
5.81,"2012/13-2014/15","S02001811","Markinch and Star","Fife","Attainment","Raw"
5.54,"2012/13-2014/15","S02001810","Glenrothes Balfarg Pitcairn and Coul","Fife","Attainment","Raw"
5.59,"2012/13-2014/15","S02001805","Glenrothes Pitteuchar","Fife","Attainment","Raw"
5.63,"2012/13-2014/15","S02001804","Glenrothes Stenton and Finglassie","Fife","Attainment","Raw"
5.94,"2012/13-2014/15","S02001807","Glenrothes Balgeddie and Town Park","Fife","Attainment","Raw"
5.22,"2012/13-2014/15","S02001806","Glenrothes Woodside","Fife","Attainment","Raw"
5.37,"2012/13-2014/15","S02001817","Leven East","Fife","Attainment","Raw"
4.74,"2012/13-2014/15","S02001816","Methil East","Fife","Attainment","Raw"
5.03,"2012/13-2014/15","S02001819","Leven North","Fife","Attainment","Raw"
5.15,"2012/13-2014/15","S02001818","Leven West","Fife","Attainment","Raw"
5.09,"2012/13-2014/15","S02001813","Buckhaven, Denbeath and Muiredge","Fife","Attainment","Raw"
5.55,"2012/13-2014/15","S02001812","Windygates and Coaltown","Fife","Attainment","Raw"
4.31,"2012/13-2014/15","S02001815","Methil West","Fife","Attainment","Raw"
4.74,"2012/13-2014/15","S02001814","Methil Methilhill","Fife","Attainment","Raw"
4.93,"2012/13-2014/15","S02001856","Govan and Linthouse","Glasgow City","Attainment","Raw"
5.22,"2012/13-2014/15","S02001855","Drumoyne and Shieldhall","Glasgow City","Attainment","Raw"
5.4,"2012/13-2014/15","S02001858","Mosspark","Glasgow City","Attainment","Raw"
4.93,"2012/13-2014/15","S02001857","Craigton","Glasgow City","Attainment","Raw"
5.62,"2012/13-2014/15","S02001852","Cardonald West and Central","Glasgow City","Attainment","Raw"
5.08,"2012/13-2014/15","S02001851","Cardonald North","Glasgow City","Attainment","Raw"
4.95,"2012/13-2014/15","S02001854","Hillington","Glasgow City","Attainment","Raw"
5.12,"2012/13-2014/15","S02001853","Penilee","Glasgow City","Attainment","Raw"
5.6,"2012/13-2014/15","S02001864","Pollokshields East","Glasgow City","Attainment","Raw"
5.42,"2012/13-2014/15","S02001863","Pollokshields West","Glasgow City","Attainment","Raw"
5.07,"2012/13-2014/15","S02001866","Govanhill East and Aikenhead","Glasgow City","Attainment","Raw"
4.92,"2012/13-2014/15","S02001865","Govanhill West","Glasgow City","Attainment","Raw"
5.15,"2012/13-2014/15","S02001860","Ibrox East and Cessnock","Glasgow City","Attainment","Raw"
4.64,"2012/13-2014/15","S02001859","Ibrox","Glasgow City","Attainment","Raw"
5.39,"2012/13-2014/15","S02001862","Kingston West and Dumbreck","Glasgow City","Attainment","Raw"
5.45,"2012/13-2014/15","S02001861","Kinning Park and Festival Park","Glasgow City","Attainment","Raw"
6.06,"2012/13-2014/15","S02001841","Newport and Wormit","Fife","Attainment","Raw"
5.65,"2012/13-2014/15","S02001840","Tayport","Fife","Attainment","Raw"
5.56,"2012/13-2014/15","S02001843","Darnley North","Glasgow City","Attainment","Raw"
5.33,"2012/13-2014/15","S02001842","Darnley East","Glasgow City","Attainment","Raw"
6.32,"2012/13-2014/15","S02001837","St Andrews North and Strathkinness","Fife","Attainment","Raw"
6.05,"2012/13-2014/15","S02001836","St Andrews South West","Fife","Attainment","Raw"
5.89,"2012/13-2014/15","S02001839","Balmullo and Gauldry","Fife","Attainment","Raw"
5.61,"2012/13-2014/15","S02001838","Leuchars and Guardbridge","Fife","Attainment","Raw"
5.89,"2012/13-2014/15","S02001848","Pollok South and West","Glasgow City","Attainment","Raw"
5.31,"2012/13-2014/15","S02001847","Crookston North","Glasgow City","Attainment","Raw"
5.48,"2012/13-2014/15","S02001850","Cardonald South and East","Glasgow City","Attainment","Raw"
5.01,"2012/13-2014/15","S02001849","Pollok North and East","Glasgow City","Attainment","Raw"
4.96,"2012/13-2014/15","S02001845","Nitshill","Glasgow City","Attainment","Raw"
5.75,"2012/13-2014/15","S02001844","Darnley West","Glasgow City","Attainment","Raw"
4.83,"2012/13-2014/15","S02001846","Crookston South","Glasgow City","Attainment","Raw"
5.19,"2012/13-2014/15","S02001762","Rosyth South","Fife","Attainment","Raw"
5.04,"2012/13-2014/15","S02001761","Rosyth Central","Fife","Attainment","Raw"
5.19,"2012/13-2014/15","S02001764","Inverkeithing East","Fife","Attainment","Raw"
5.59,"2012/13-2014/15","S02001763","North Queensferry and Inverkeithing West","Fife","Attainment","Raw"
5.81,"2012/13-2014/15","S02001758","Dunfermline Pitcorthie West","Fife","Attainment","Raw"
5.9,"2012/13-2014/15","S02001757","Dunfermline Pitcorthie East","Fife","Attainment","Raw"
5.07,"2012/13-2014/15","S02001760","Rosyth East","Fife","Attainment","Raw"
5.24,"2012/13-2014/15","S02001759","Rosyth North","Fife","Attainment","Raw"
5.13,"2012/13-2014/15","S02001770","Cowdenbeath South","Fife","Attainment","Raw"
5.01,"2012/13-2014/15","S02001769","Hill of Beath and Kingseat","Fife","Attainment","Raw"
5.14,"2012/13-2014/15","S02001772","Kelty West","Fife","Attainment","Raw"
5.39,"2012/13-2014/15","S02001771","Cowdenbeath North","Fife","Attainment","Raw"
5.97,"2012/13-2014/15","S02001766","Dalgety Bay Central","Fife","Attainment","Raw"
6.11,"2012/13-2014/15","S02001765","Dalgety Bay West and Hillend","Fife","Attainment","Raw"
5.57,"2012/13-2014/15","S02001768","Crossgates and Halbeath","Fife","Attainment","Raw"
6,"2012/13-2014/15","S02001767","Dalgety Bay East","Fife","Attainment","Raw"
5.6,"2012/13-2014/15","S02001746","Dunfermline Headwell","Fife","Attainment","Raw"
5.71,"2012/13-2014/15","S02001745","Dunfermline Baldridgeburn","Fife","Attainment","Raw"
5.3,"2012/13-2014/15","S02001748","Dunfermline Brucefield","Fife","Attainment","Raw"
5.92,"2012/13-2014/15","S02001747","Dunfermline Central","Fife","Attainment","Raw"
5.84,"2012/13-2014/15","S02001742","Cairneyhill and Crombie","Fife","Attainment","Raw"
5.36,"2012/13-2014/15","S02001741","Valleyfield Culross and Torryburn","Fife","Attainment","Raw"
5.8,"2012/13-2014/15","S02001744","Dunfermline Milesmark and Wellwood","Fife","Attainment","Raw"
6.04,"2012/13-2014/15","S02001743","Crossford Charlestown and Limekilns","Fife","Attainment","Raw"
5.24,"2012/13-2014/15","S02001754","Dunfermline Abbeyview South","Fife","Attainment","Raw"
4.74,"2012/13-2014/15","S02001753","Dunfermline Abbeyview North","Fife","Attainment","Raw"
5.65,"2012/13-2014/15","S02001756","Dunfermline Masterton","Fife","Attainment","Raw"
5.78,"2012/13-2014/15","S02001755","Dunfermline Duloch South","Fife","Attainment","Raw"
5.83,"2012/13-2014/15","S02001750","Dunfermline Bellyeoman and Townhill","Fife","Attainment","Raw"
6.06,"2012/13-2014/15","S02001749","Dunfermline Garvock Hill","Fife","Attainment","Raw"
5.35,"2012/13-2014/15","S02001752","Dunfermline Touch and Woodmill","Fife","Attainment","Raw"
5.77,"2012/13-2014/15","S02001751","Dunfermline Duloch North and Lynebank","Fife","Attainment","Raw"
4.76,"2012/13-2014/15","S02001793","Kirkcaldy Hayfield and Smeaton","Fife","Attainment","Raw"
5.34,"2012/13-2014/15","S02001792","Kirkcaldy Chapel","Fife","Attainment","Raw"
4.91,"2012/13-2014/15","S02001795","Kirkcaldy Gallatown and Sinclairtown","Fife","Attainment","Raw"
5.83,"2012/13-2014/15","S02001794","Kirkcaldy Pathhead","Fife","Attainment","Raw"
4.94,"2012/13-2014/15","S02001789","Kirkcaldy Templehall West","Fife","Attainment","Raw"
5.71,"2012/13-2014/15","S02001788","Kirkcaldy Newliston and Redcraigs","Fife","Attainment","Raw"
5.83,"2012/13-2014/15","S02001791","Kirkcaldy Dunnikier","Fife","Attainment","Raw"
4.83,"2012/13-2014/15","S02001790","Kirkcaldy Templehall East","Fife","Attainment","Raw"
5.45,"2012/13-2014/15","S02001801","Glenrothes South Parks","Fife","Attainment","Raw"
4.91,"2012/13-2014/15","S02001800","Glenrothes Macedonia and Tanshall","Fife","Attainment","Raw"
4.66,"2012/13-2014/15","S02001803","Glenrothes Auchmuty","Fife","Attainment","Raw"
5.01,"2012/13-2014/15","S02001802","Glenrothes Caskieberran and Rimbleton","Fife","Attainment","Raw"
5.31,"2012/13-2014/15","S02001797","Wemyss","Fife","Attainment","Raw"
5.21,"2012/13-2014/15","S02001796","Dysart","Fife","Attainment","Raw"
5.24,"2012/13-2014/15","S02001799","Leslie and Newcastle","Fife","Attainment","Raw"
4.99,"2012/13-2014/15","S02001798","Thornton and Kinglassie","Fife","Attainment","Raw"
5.27,"2012/13-2014/15","S02001778","Lochgelly West and Lumphinnans","Fife","Attainment","Raw"
5.2,"2012/13-2014/15","S02001777","Lochgelly East","Fife","Attainment","Raw"
5.21,"2012/13-2014/15","S02001780","Burntisland West","Fife","Attainment","Raw"
5.98,"2012/13-2014/15","S02001779","Aberdour and Auchtertool","Fife","Attainment","Raw"
4.99,"2012/13-2014/15","S02001774","Lochore and Crosshill","Fife","Attainment","Raw"
5.53,"2012/13-2014/15","S02001773","Kelty East","Fife","Attainment","Raw"
4.94,"2012/13-2014/15","S02001776","Cardenden","Fife","Attainment","Raw"
4.84,"2012/13-2014/15","S02001775","Ballingry","Fife","Attainment","Raw"
5.62,"2012/13-2014/15","S02001785","Kirkcaldy Bennochy East","Fife","Attainment","Raw"
5.89,"2012/13-2014/15","S02001784","Kirkcaldy Central","Fife","Attainment","Raw"
6.04,"2012/13-2014/15","S02001787","Kirkcaldy Raith","Fife","Attainment","Raw"
5.06,"2012/13-2014/15","S02001786","Kirkcaldy Bennochy West","Fife","Attainment","Raw"
5.75,"2012/13-2014/15","S02001782","Kinghorn","Fife","Attainment","Raw"
5.85,"2012/13-2014/15","S02001781","Burntisland East","Fife","Attainment","Raw"
5.26,"2012/13-2014/15","S02001783","Kirkcaldy Linktown & Seafield","Fife","Attainment","Raw"
5.94,"2012/13-2014/15","S02001951","North Kelvin","Glasgow City","Attainment","Raw"
6.26,"2012/13-2014/15","S02001950","Kelvindale","Glasgow City","Attainment","Raw"
5.57,"2012/13-2014/15","S02001953","Hillhead","Glasgow City","Attainment","Raw"
5.96,"2012/13-2014/15","S02001952","Kelvingrove and University","Glasgow City","Attainment","Raw"
5.04,"2012/13-2014/15","S02001947","Maryhill East","Glasgow City","Attainment","Raw"
5.42,"2012/13-2014/15","S02001946","Summerston North","Glasgow City","Attainment","Raw"
4.93,"2012/13-2014/15","S02001949","Wyndford","Glasgow City","Attainment","Raw"
5.09,"2012/13-2014/15","S02001948","Maryhill West","Glasgow City","Attainment","Raw"
6.02,"2012/13-2014/15","S02001959","Broomhill","Glasgow City","Attainment","Raw"
6.34,"2012/13-2014/15","S02001958","Kelvinside and Jordanhill","Glasgow City","Attainment","Raw"
4.78,"2012/13-2014/15","S02001961","Whiteinch","Glasgow City","Attainment","Raw"
6.13,"2012/13-2014/15","S02001960","Victoria Park","Glasgow City","Attainment","Raw"
5.53,"2012/13-2014/15","S02001955","Partick","Glasgow City","Attainment","Raw"
5.13,"2012/13-2014/15","S02001954","Glasgow Harbour and Partick South","Glasgow City","Attainment","Raw"
6.3,"2012/13-2014/15","S02001957","Dowanhill","Glasgow City","Attainment","Raw"
6.21,"2012/13-2014/15","S02001956","Partickhill and Hyndland","Glasgow City","Attainment","Raw"
5.44,"2012/13-2014/15","S02001935","Anderston","Glasgow City","Attainment","Raw"
5,"2012/13-2014/15","S02001934","City Centre South","Glasgow City","Attainment","Raw"
5.64,"2012/13-2014/15","S02001937","Woodlands","Glasgow City","Attainment","Raw"
5.41,"2012/13-2014/15","S02001936","Finnieston and Kelvinhaugh","Glasgow City","Attainment","Raw"
4.84,"2012/13-2014/15","S02001931","Gallowgate North and Bellgrove","Glasgow City","Attainment","Raw"
5.18,"2012/13-2014/15","S02001930","Dennistoun","Glasgow City","Attainment","Raw"
5.25,"2012/13-2014/15","S02001933","City Centre West","Glasgow City","Attainment","Raw"
5.63,"2012/13-2014/15","S02001932","City Centre East","Glasgow City","Attainment","Raw"
4.91,"2012/13-2014/15","S02001943","Milton West","Glasgow City","Attainment","Raw"
4.93,"2012/13-2014/15","S02001942","Possil Park","Glasgow City","Attainment","Raw"
5.51,"2012/13-2014/15","S02001945","Summerston Central and West","Glasgow City","Attainment","Raw"
5.02,"2012/13-2014/15","S02001944","Milton East","Glasgow City","Attainment","Raw"
5.71,"2012/13-2014/15","S02001939","Firhill","Glasgow City","Attainment","Raw"
5.53,"2012/13-2014/15","S02001938","Woodside","Glasgow City","Attainment","Raw"
5.54,"2012/13-2014/15","S02001941","Ruchill","Glasgow City","Attainment","Raw"
4.85,"2012/13-2014/15","S02001940","Keppochhill","Glasgow City","Attainment","Raw"
5.56,"2012/13-2014/15","S02001982","Badenoch and Strathspey South","Highland","Attainment","Raw"
5.65,"2012/13-2014/15","S02001981","Lochaber East and North","Highland","Attainment","Raw"
5.66,"2012/13-2014/15","S02001984","Badenoch and Strathspey North","Highland","Attainment","Raw"
5.52,"2012/13-2014/15","S02001983","Badenoch and Strathspey Central","Highland","Attainment","Raw"
5.74,"2012/13-2014/15","S02001978","Lochaber West","Highland","Attainment","Raw"
4.94,"2012/13-2014/15","S02001977","Drumry West","Glasgow City","Attainment","Raw"
5.39,"2012/13-2014/15","S02001980","Fort William South","Highland","Attainment","Raw"
5.48,"2012/13-2014/15","S02001979","Fort William North","Highland","Attainment","Raw"
5.43,"2012/13-2014/15","S02001990","Inverness Smithton","Highland","Attainment","Raw"
5.67,"2012/13-2014/15","S02001989","Inverness Culloden and Balloch","Highland","Attainment","Raw"
